grade_id,student_id,course_id,group_id,assessment_title,assessment_id,type,score,max_score,date
GR04475,S0407,C001,G01,Practical 2,C001-PR,practical,83.2,100,2026-04-19
GR04476,S0407,C001,G01,Midterm Exam,C001-EX,exam,62.3,100,2026-05-02
GR04477,S0407,C001,G01,Final Exam,C001-EXF,exam,74.0,100,2026-05-16
GR04478,S0408,C005,G07,Quiz 1,C005-QZ,quiz,56.5,100,2025-12-17
GR04479,S0408,C005,G07,Quiz 2,C005-QZ,quiz,60.7,100,2026-01-01
GR04480,S0408,C005,G07,Quiz 3,C005-QZ,quiz,68.3,100,2026-01-16
GR04481,S0408,C005,G07,Quiz 4,C005-QZ,quiz,62.9,100,2026-01-31
GR04482,S0408,C005,G07,Assignment 1,C005-AS,assignment,55.4,100,2026-02-15
GR04483,S0408,C005,G07,Assignment 2,C005-AS,assignment,66.0,100,2026-03-02
GR04484,S0408,C005,G07,Assignment 3,C005-AS,assignment,62.4,100,2026-03-16
GR04485,S0408,C005,G07,Practical 1,C005-PR,practical,69.5,100,2026-03-31
GR04486,S0408,C005,G07,Practical 2,C005-PR,practical,74.9,100,2026-04-15
GR04487,S0408,C005,G07,Midterm Exam,C005-EX,exam,79.4,100,2026-04-30
GR04488,S0408,C005,G07,Final Exam,C005-EXF,exam,64.9,100,2026-05-15
GR04489,S0409,C002,G04,Quiz 1,C002-QZ,quiz,73.1,100,2025-12-25
GR04490,S0409,C002,G04,Quiz 2,C002-QZ,quiz,92.2,100,2026-01-08
GR04491,S0409,C002,G04,Quiz 3,C002-QZ,quiz,92.3,100,2026-01-22
GR04492,S0409,C002,G04,Quiz 4,C002-QZ,quiz,71.5,100,2026-02-05
GR04493,S0409,C002,G04,Assignment 1,C002-AS,assignment,79.4,100,2026-02-19
GR04494,S0409,C002,G04,Assignment 2,C002-AS,assignment,58.4,100,2026-03-06
GR04495,S0409,C002,G04,Assignment 3,C002-AS,assignment,51.3,100,2026-03-20
GR04496,S0409,C002,G04,Practical 1,C002-PR,practical,78.9,100,2026-04-03
GR04497,S0409,C002,G04,Practical 2,C002-PR,practical,71.6,100,2026-04-17
GR04498,S0409,C002,G04,Midterm Exam,C002-EX,exam,72.6,100,2026-05-01
GR04499,S0409,C002,G04,Final Exam,C002-EXF,exam,63.6,100,2026-05-15
GR04500,S0410,C001,G01,Quiz 1,C001-QZ,quiz,70.2,100,2025-12-16
GR04501,S0410,C001,G01,Quiz 2,C001-QZ,quiz,70.8,100,2025-12-31
GR04502,S0410,C001,G01,Quiz 3,C001-QZ,quiz,88.4,100,2026-01-15
GR04503,S0410,C001,G01,Quiz 4,C001-QZ,quiz,70.3,100,2026-01-30
GR04504,S0410,C001,G01,Assignment 1,C001-AS,assignment,67.8,100,2026-02-14
GR04505,S0410,C001,G01,Assignment 2,C001-AS,assignment,48.5,100,2026-03-01
GR04506,S0410,C001,G01,Assignment 3,C001-AS,assignment,47.8,100,2026-03-16
GR04507,S0410,C001,G01,Practical 1,C001-PR,practical,66.2,100,2026-03-31
GR04508,S0410,C001,G01,Practical 2,C001-PR,practical,66.0,100,2026-04-15
GR04509,S0410,C001,G01,Midterm Exam,C001-EX,exam,75.1,100,2026-04-30
GR04510,S0410,C001,G01,Final Exam,C001-EXF,exam,69.8,100,2026-05-15
GR04511,S0411,C006,G09,Quiz 1,C006-QZ,quiz,91.3,100,2025-12-28
GR04512,S0411,C006,G09,Quiz 2,C006-QZ,quiz,91.8,100,2026-01-11
GR04513,S0411,C006,G09,Quiz 3,C006-QZ,quiz,98.3,100,2026-01-25
GR04514,S0411,C006,G09,Quiz 4,C006-QZ,quiz,91.7,100,2026-02-08
GR04515,S0411,C006,G09,Assignment 1,C006-AS,assignment,67.3,100,2026-02-22
GR04516,S0411,C006,G09,Assignment 2,C006-AS,assignment,65.7,100,2026-03-08
GR04517,S0411,C006,G09,Assignment 3,C006-AS,assignment,55.8,100,2026-03-21
GR04518,S0411,C006,G09,Practical 1,C006-PR,practical,82.1,100,2026-04-04
GR04519,S0411,C006,G09,Practical 2,C006-PR,practical,87.0,100,2026-04-18
GR04520,S0411,C006,G09,Midterm Exam,C006-EX,exam,98.6,100,2026-05-02
GR04521,S0411,C006,G09,Final Exam,C006-EXF,exam,70.1,100,2026-05-16
GR04522,S0412,C005,G07,Quiz 1,C005-QZ,quiz,62.8,100,2025-12-30
GR04523,S0412,C005,G07,Quiz 2,C005-QZ,quiz,68.0,100,2026-01-13
GR04524,S0412,C005,G07,Quiz 3,C005-QZ,quiz,68.9,100,2026-01-27
GR04525,S0412,C005,G07,Quiz 4,C005-QZ,quiz,64.8,100,2026-02-09
GR04526,S0412,C005,G07,Assignment 1,C005-AS,assignment,76.2,100,2026-02-23
GR04527,S0412,C005,G07,Assignment 2,C005-AS,assignment,67.8,100,2026-03-09
GR04528,S0412,C005,G07,Assignment 3,C005-AS,assignment,51.5,100,2026-03-22
GR04529,S0412,C005,G07,Practical 1,C005-PR,practical,64.4,100,2026-04-05
GR04530,S0412,C005,G07,Practical 2,C005-PR,practical,78.1,100,2026-04-19
GR04531,S0412,C005,G07,Midterm Exam,C005-EX,exam,62.2,100,2026-05-02
GR04532,S0412,C005,G07,Final Exam,C005-EXF,exam,60.1,100,2026-05-16
GR04533,S0413,C002,G03,Quiz 1,C002-QZ,quiz,61.5,100,2025-12-19
GR04534,S0413,C002,G03,Quiz 2,C002-QZ,quiz,72.5,100,2026-01-03
GR04535,S0413,C002,G03,Quiz 3,C002-QZ,quiz,71.0,100,2026-01-18
GR04536,S0413,C002,G03,Quiz 4,C002-QZ,quiz,65.1,100,2026-02-01
GR04537,S0413,C002,G03,Assignment 1,C002-AS,assignment,70.0,100,2026-02-16
GR04538,S0413,C002,G03,Assignment 2,C002-AS,assignment,50.8,100,2026-03-03
GR04539,S0413,C002,G03,Assignment 3,C002-AS,assignment,59.8,100,2026-03-17
GR04540,S0413,C002,G03,Practical 1,C002-PR,practical,68.8,100,2026-04-01
GR04541,S0413,C002,G03,Practical 2,C002-PR,practical,68.9,100,2026-04-16
GR04542,S0413,C002,G03,Midterm Exam,C002-EX,exam,70.6,100,2026-04-30
GR04543,S0413,C002,G03,Final Exam,C002-EXF,exam,68.2,100,2026-05-15
GR04544,S0414,C005,G07,Quiz 1,C005-QZ,quiz,54.2,100,2025-12-16
GR04545,S0414,C005,G07,Quiz 2,C005-QZ,quiz,55.0,100,2025-12-31
GR04546,S0414,C005,G07,Quiz 3,C005-QZ,quiz,43.0,100,2026-01-15
GR04547,S0414,C005,G07,Quiz 4,C005-QZ,quiz,66.3,100,2026-01-30
GR04548,S0414,C005,G07,Assignment 1,C005-AS,assignment,65.6,100,2026-02-14
GR04549,S0414,C005,G07,Assignment 2,C005-AS,assignment,67.6,100,2026-03-01
GR04550,S0414,C005,G07,Assignment 3,C005-AS,assignment,55.5,100,2026-03-16
GR04551,S0414,C005,G07,Practical 1,C005-PR,practical,67.5,100,2026-03-31
GR04552,S0414,C005,G07,Practical 2,C005-PR,practical,69.5,100,2026-04-15
GR04553,S0414,C005,G07,Midterm Exam,C005-EX,exam,72.5,100,2026-04-30
GR04554,S0414,C005,G07,Final Exam,C005-EXF,exam,50.4,100,2026-05-15
GR04555,S0415,C003,G05,Quiz 1,C003-QZ,quiz,68.9,100,2025-12-27
GR04556,S0415,C003,G05,Quiz 2,C003-QZ,quiz,68.3,100,2026-01-10
GR04557,S0415,C003,G05,Quiz 3,C003-QZ,quiz,81.4,100,2026-01-24
GR04558,S0415,C003,G05,Quiz 4,C003-QZ,quiz,63.7,100,2026-02-07
GR04559,S0415,C003,G05,Assignment 1,C003-AS,assignment,69.5,100,2026-02-21
GR04560,S0415,C003,G05,Assignment 2,C003-AS,assignment,36.8,100,2026-03-07
GR04561,S0415,C003,G05,Assignment 3,C003-AS,assignment,48.0,100,2026-03-21
GR04562,S0415,C003,G05,Practical 1,C003-PR,practical,78.3,100,2026-04-04
GR04563,S0415,C003,G05,Practical 2,C003-PR,practical,60.4,100,2026-04-18
GR04564,S0415,C003,G05,Midterm Exam,C003-EX,exam,86.0,100,2026-05-02
GR04565,S0415,C003,G05,Final Exam,C003-EXF,exam,63.7,100,2026-05-16
GR04566,S0416,C005,G07,Quiz 1,C005-QZ,quiz,50.9,100,2025-12-22
GR04567,S0416,C005,G07,Quiz 2,C005-QZ,quiz,56.4,100,2026-01-05
GR04568,S0416,C005,G07,Quiz 3,C005-QZ,quiz,39.7,100,2026-01-20
GR04569,S0416,C005,G07,Quiz 4,C005-QZ,quiz,60.2,100,2026-02-03
GR04570,S0416,C005,G07,Assignment 1,C005-AS,assignment,70.1,100,2026-02-18
GR04571,S0416,C005,G07,Assignment 2,C005-AS,assignment,54.1,100,2026-03-04
GR04572,S0416,C005,G07,Assignment 3,C005-AS,assignment,54.3,100,2026-03-18
GR04573,S0416,C005,G07,Practical 1,C005-PR,practical,66.8,100,2026-04-02
GR04574,S0416,C005,G07,Practical 2,C005-PR,practical,58.5,100,2026-04-16
GR04575,S0416,C005,G07,Midterm Exam,C005-EX,exam,56.2,100,2026-05-01
GR04576,S0416,C005,G07,Final Exam,C005-EXF,exam,74.4,100,2026-05-15
GR04577,S0417,C002,G03,Quiz 1,C002-QZ,quiz,74.5,100,2025-12-16
GR04578,S0417,C002,G03,Quiz 2,C002-QZ,quiz,83.8,100,2025-12-31
GR04579,S0417,C002,G03,Quiz 3,C002-QZ,quiz,85.8,100,2026-01-15
GR04580,S0417,C002,G03,Quiz 4,C002-QZ,quiz,83.7,100,2026-01-30
GR04581,S0417,C002,G03,Assignment 1,C002-AS,assignment,85.1,100,2026-02-14
GR04582,S0417,C002,G03,Assignment 2,C002-AS,assignment,73.7,100,2026-03-01
GR04583,S0417,C002,G03,Assignment 3,C002-AS,assignment,71.8,100,2026-03-16
GR04584,S0417,C002,G03,Practical 1,C002-PR,practical,88.2,100,2026-03-31
GR04585,S0417,C002,G03,Practical 2,C002-PR,practical,86.0,100,2026-04-15
GR04586,S0417,C002,G03,Midterm Exam,C002-EX,exam,83.1,100,2026-04-30
GR04587,S0417,C002,G03,Final Exam,C002-EXF,exam,73.4,100,2026-05-15
GR04588,S0418,C001,G02,Quiz 1,C001-QZ,quiz,74.5,100,2025-12-31
GR04589,S0418,C001,G02,Quiz 2,C001-QZ,quiz,67.0,100,2026-01-14
GR04590,S0418,C001,G02,Quiz 3,C001-QZ,quiz,76.3,100,2026-01-27
GR04591,S0418,C001,G02,Quiz 4,C001-QZ,quiz,48.4,100,2026-02-10
GR04592,S0418,C001,G02,Assignment 1,C001-AS,assignment,62.7,100,2026-02-23
GR04593,S0418,C001,G02,Assignment 2,C001-AS,assignment,54.2,100,2026-03-09
GR04594,S0418,C001,G02,Assignment 3,C001-AS,assignment,52.2,100,2026-03-23
GR04595,S0418,C001,G02,Practical 1,C001-PR,practical,57.7,100,2026-04-05
GR04596,S0418,C001,G02,Practical 2,C001-PR,practical,66.3,100,2026-04-19
GR04597,S0418,C001,G02,Midterm Exam,C001-EX,exam,59.9,100,2026-05-02
GR04598,S0418,C001,G02,Final Exam,C001-EXF,exam,65.2,100,2026-05-16
GR04599,S0419,C006,G08,Quiz 1,C006-QZ,quiz,76.4,100,2025-12-20
GR04600,S0419,C006,G08,Quiz 2,C006-QZ,quiz,76.3,100,2026-01-04
GR04601,S0419,C006,G08,Quiz 3,C006-QZ,quiz,76.9,100,2026-01-18
GR04602,S0419,C006,G08,Quiz 4,C006-QZ,quiz,90.8,100,2026-02-02
GR04603,S0419,C006,G08,Assignment 1,C006-AS,assignment,72.9,100,2026-02-16
GR04604,S0419,C006,G08,Assignment 2,C006-AS,assignment,78.9,100,2026-03-03
GR04605,S0419,C006,G08,Assignment 3,C006-AS,assignment,67.0,100,2026-03-18
GR04606,S0419,C006,G08,Practical 1,C006-PR,practical,68.0,100,2026-04-01
GR04607,S0419,C006,G08,Practical 2,C006-PR,practical,78.3,100,2026-04-16
GR04608,S0419,C006,G08,Midterm Exam,C006-EX,exam,79.3,100,2026-04-30
GR04609,S0419,C006,G08,Final Exam,C006-EXF,exam,97.2,100,2026-05-15
GR04610,S0420,C001,G01,Quiz 1,C001-QZ,quiz,69.8,100,2025-12-18
GR04611,S0420,C001,G01,Quiz 2,C001-QZ,quiz,76.1,100,2026-01-02
GR04612,S0420,C001,G01,Quiz 3,C001-QZ,quiz,78.6,100,2026-01-17
GR04613,S0420,C001,G01,Quiz 4,C001-QZ,quiz,70.8,100,2026-02-01
GR04614,S0420,C001,G01,Assignment 1,C001-AS,assignment,62.4,100,2026-02-15
GR04615,S0420,C001,G01,Assignment 2,C001-AS,assignment,58.0,100,2026-03-02
GR04616,S0420,C001,G01,Assignment 3,C001-AS,assignment,57.8,100,2026-03-17
GR04617,S0420,C001,G01,Practical 1,C001-PR,practical,77.8,100,2026-04-01
GR04618,S0420,C001,G01,Practical 2,C001-PR,practical,82.6,100,2026-04-15
GR04619,S0420,C001,G01,Midterm Exam,C001-EX,exam,62.2,100,2026-04-30
GR04620,S0420,C001,G01,Final Exam,C001-EXF,exam,67.8,100,2026-05-15
GR04621,S0421,C002,G03,Quiz 1,C002-QZ,quiz,63.1,100,2025-12-29
GR04622,S0421,C002,G03,Quiz 2,C002-QZ,quiz,74.2,100,2026-01-12
GR04623,S0421,C002,G03,Quiz 3,C002-QZ,quiz,61.4,100,2026-01-26
GR04624,S0421,C002,G03,Quiz 4,C002-QZ,quiz,64.3,100,2026-02-09
GR04625,S0421,C002,G03,Assignment 1,C002-AS,assignment,78.4,100,2026-02-22
GR04626,S0421,C002,G03,Assignment 2,C002-AS,assignment,55.1,100,2026-03-08
GR04627,S0421,C002,G03,Assignment 3,C002-AS,assignment,71.9,100,2026-03-22
GR04628,S0421,C002,G03,Practical 1,C002-PR,practical,75.0,100,2026-04-05
GR04629,S0421,C002,G03,Practical 2,C002-PR,practical,62.6,100,2026-04-18
GR04630,S0421,C002,G03,Midterm Exam,C002-EX,exam,70.3,100,2026-05-02
GR04631,S0421,C002,G03,Final Exam,C002-EXF,exam,66.7,100,2026-05-16
GR04632,S0422,C002,G04,Quiz 1,C002-QZ,quiz,79.2,100,2025-12-26
GR04633,S0422,C002,G04,Quiz 2,C002-QZ,quiz,68.5,100,2026-01-09
GR04634,S0422,C002,G04,Quiz 3,C002-QZ,quiz,70.0,100,2026-01-23
GR04635,S0422,C002,G04,Quiz 4,C002-QZ,quiz,76.3,100,2026-02-06
GR04636,S0422,C002,G04,Assignment 1,C002-AS,assignment,61.6,100,2026-02-20
GR04637,S0422,C002,G04,Assignment 2,C002-AS,assignment,54.6,100,2026-03-06
GR04638,S0422,C002,G04,Assignment 3,C002-AS,assignment,49.0,100,2026-03-20
GR04639,S0422,C002,G04,Practical 1,C002-PR,practical,59.4,100,2026-04-03
GR04640,S0422,C002,G04,Practical 2,C002-PR,practical,64.3,100,2026-04-17
GR04641,S0422,C002,G04,Midterm Exam,C002-EX,exam,66.6,100,2026-05-01
GR04642,S0422,C002,G04,Final Exam,C002-EXF,exam,51.7,100,2026-05-15
GR04643,S0423,C002,G03,Quiz 1,C002-QZ,quiz,71.9,100,2025-12-29
GR04644,S0423,C002,G03,Quiz 2,C002-QZ,quiz,70.9,100,2026-01-12
GR04645,S0423,C002,G03,Quiz 3,C002-QZ,quiz,57.0,100,2026-01-26
GR04646,S0423,C002,G03,Quiz 4,C002-QZ,quiz,79.3,100,2026-02-09
GR04647,S0423,C002,G03,Assignment 1,C002-AS,assignment,64.2,100,2026-02-22
GR04648,S0423,C002,G03,Assignment 2,C002-AS,assignment,64.5,100,2026-03-08
GR04649,S0423,C002,G03,Assignment 3,C002-AS,assignment,64.7,100,2026-03-22
GR04650,S0423,C002,G03,Practical 1,C002-PR,practical,58.7,100,2026-04-05
GR04651,S0423,C002,G03,Practical 2,C002-PR,practical,69.3,100,2026-04-18
GR04652,S0423,C002,G03,Midterm Exam,C002-EX,exam,70.7,100,2026-05-02
GR04653,S0423,C002,G03,Final Exam,C002-EXF,exam,80.5,100,2026-05-16
GR04654,S0424,C001,G02,Quiz 1,C001-QZ,quiz,50.0,100,2025-12-23
GR04655,S0424,C001,G02,Quiz 2,C001-QZ,quiz,55.9,100,2026-01-06
GR04656,S0424,C001,G02,Quiz 3,C001-QZ,quiz,60.7,100,2026-01-21
GR04657,S0424,C001,G02,Quiz 4,C001-QZ,quiz,61.7,100,2026-02-04
GR04658,S0424,C001,G02,Assignment 1,C001-AS,assignment,65.8,100,2026-02-18
GR04659,S0424,C001,G02,Assignment 2,C001-AS,assignment,39.2,100,2026-03-05
GR04660,S0424,C001,G02,Assignment 3,C001-AS,assignment,44.2,100,2026-03-19
GR04661,S0424,C001,G02,Practical 1,C001-PR,practical,64.1,100,2026-04-02
GR04662,S0424,C001,G02,Practical 2,C001-PR,practical,66.1,100,2026-04-17
GR04663,S0424,C001,G02,Midterm Exam,C001-EX,exam,51.1,100,2026-05-01
GR04664,S0424,C001,G02,Final Exam,C001-EXF,exam,58.3,100,2026-05-15
GR04665,S0425,C001,G01,Quiz 1,C001-QZ,quiz,66.7,100,2025-12-27
GR04666,S0425,C001,G01,Quiz 2,C001-QZ,quiz,46.2,100,2026-01-10
GR04667,S0425,C001,G01,Quiz 3,C001-QZ,quiz,65.7,100,2026-01-24
GR04668,S0425,C001,G01,Quiz 4,C001-QZ,quiz,51.5,100,2026-02-07
GR04669,S0425,C001,G01,Assignment 1,C001-AS,assignment,60.9,100,2026-02-21
GR04670,S0425,C001,G01,Assignment 2,C001-AS,assignment,50.3,100,2026-03-07
GR04671,S0425,C001,G01,Assignment 3,C001-AS,assignment,30.9,100,2026-03-21
GR04672,S0425,C001,G01,Practical 1,C001-PR,practical,52.1,100,2026-04-04
GR04673,S0425,C001,G01,Practical 2,C001-PR,practical,67.0,100,2026-04-18
GR04674,S0425,C001,G01,Midterm Exam,C001-EX,exam,50.7,100,2026-05-02
GR04675,S0425,C001,G01,Final Exam,C001-EXF,exam,61.4,100,2026-05-16
GR04676,S0426,C006,G09,Quiz 1,C006-QZ,quiz,47.7,100,2026-01-01
GR04677,S0426,C006,G09,Quiz 2,C006-QZ,quiz,48.1,100,2026-01-15
GR04678,S0426,C006,G09,Quiz 3,C006-QZ,quiz,59.6,100,2026-01-28
GR04679,S0426,C006,G09,Quiz 4,C006-QZ,quiz,70.3,100,2026-02-11
GR04680,S0426,C006,G09,Assignment 1,C006-AS,assignment,59.1,100,2026-02-24
GR04681,S0426,C006,G09,Assignment 2,C006-AS,assignment,50.0,100,2026-03-10
GR04682,S0426,C006,G09,Assignment 3,C006-AS,assignment,80.0,100,2026-03-23
GR04683,S0426,C006,G09,Practical 1,C006-PR,practical,67.0,100,2026-04-06
GR04684,S0426,C006,G09,Practical 2,C006-PR,practical,54.3,100,2026-04-19
GR04685,S0426,C006,G09,Midterm Exam,C006-EX,exam,70.7,100,2026-05-03
GR04686,S0426,C006,G09,Final Exam,C006-EXF,exam,78.1,100,2026-05-16
GR04687,S0427,C003,G05,Quiz 1,C003-QZ,quiz,53.9,100,2025-12-29
GR04688,S0427,C003,G05,Quiz 2,C003-QZ,quiz,64.2,100,2026-01-12
GR04689,S0427,C003,G05,Quiz 3,C003-QZ,quiz,47.5,100,2026-01-26
GR04690,S0427,C003,G05,Quiz 4,C003-QZ,quiz,57.1,100,2026-02-09
GR04691,S0427,C003,G05,Assignment 1,C003-AS,assignment,65.1,100,2026-02-22
GR04692,S0427,C003,G05,Assignment 2,C003-AS,assignment,63.4,100,2026-03-08
GR04693,S0427,C003,G05,Assignment 3,C003-AS,assignment,63.3,100,2026-03-22
GR04694,S0427,C003,G05,Practical 1,C003-PR,practical,75.0,100,2026-04-05
GR04695,S0427,C003,G05,Practical 2,C003-PR,practical,55.1,100,2026-04-18
GR04696,S0427,C003,G05,Midterm Exam,C003-EX,exam,64.2,100,2026-05-02
GR04697,S0427,C003,G05,Final Exam,C003-EXF,exam,69.1,100,2026-05-16
GR04698,S0428,C005,G07,Quiz 1,C005-QZ,quiz,59.1,100,2025-12-28
GR04699,S0428,C005,G07,Quiz 2,C005-QZ,quiz,72.3,100,2026-01-11
GR04700,S0428,C005,G07,Quiz 3,C005-QZ,quiz,51.0,100,2026-01-25
GR04701,S0428,C005,G07,Quiz 4,C005-QZ,quiz,61.1,100,2026-02-08
GR04702,S0428,C005,G07,Assignment 1,C005-AS,assignment,46.7,100,2026-02-22
GR04703,S0428,C005,G07,Assignment 2,C005-AS,assignment,39.6,100,2026-03-08
GR04704,S0428,C005,G07,Assignment 3,C005-AS,assignment,26.7,100,2026-03-21
GR04705,S0428,C005,G07,Practical 1,C005-PR,practical,57.4,100,2026-04-04
GR04706,S0428,C005,G07,Practical 2,C005-PR,practical,38.8,100,2026-04-18
GR04707,S0428,C005,G07,Midterm Exam,C005-EX,exam,56.7,100,2026-05-02
GR04708,S0428,C005,G07,Final Exam,C005-EXF,exam,71.9,100,2026-05-16
GR04709,S0429,C004,G06,Quiz 1,C004-QZ,quiz,71.2,100,2025-12-17
GR04710,S0429,C004,G06,Quiz 2,C004-QZ,quiz,92.0,100,2026-01-01
GR04711,S0429,C004,G06,Quiz 3,C004-QZ,quiz,87.8,100,2026-01-16
GR04712,S0429,C004,G06,Quiz 4,C004-QZ,quiz,76.0,100,2026-01-31
GR04713,S0429,C004,G06,Assignment 1,C004-AS,assignment,76.9,100,2026-02-15
GR04714,S0429,C004,G06,Assignment 2,C004-AS,assignment,47.4,100,2026-03-02
GR04715,S0429,C004,G06,Assignment 3,C004-AS,assignment,76.5,100,2026-03-16
GR04716,S0429,C004,G06,Practical 1,C004-PR,practical,58.3,100,2026-03-31
GR04717,S0429,C004,G06,Practical 2,C004-PR,practical,76.3,100,2026-04-15
GR04718,S0429,C004,G06,Midterm Exam,C004-EX,exam,63.1,100,2026-04-30
GR04719,S0429,C004,G06,Final Exam,C004-EXF,exam,75.3,100,2026-05-15
GR04720,S0430,C003,G05,Quiz 1,C003-QZ,quiz,46.8,100,2025-12-17
GR04721,S0430,C003,G05,Quiz 2,C003-QZ,quiz,68.4,100,2026-01-01
GR04722,S0430,C003,G05,Quiz 3,C003-QZ,quiz,44.3,100,2026-01-16
GR04723,S0430,C003,G05,Quiz 4,C003-QZ,quiz,54.8,100,2026-01-31
GR04724,S0430,C003,G05,Assignment 1,C003-AS,assignment,59.3,100,2026-02-15
GR04725,S0430,C003,G05,Assignment 2,C003-AS,assignment,52.3,100,2026-03-02
GR04726,S0430,C003,G05,Assignment 3,C003-AS,assignment,57.7,100,2026-03-16
GR04727,S0430,C003,G05,Practical 1,C003-PR,practical,55.1,100,2026-03-31
GR04728,S0430,C003,G05,Practical 2,C003-PR,practical,56.4,100,2026-04-15
GR04729,S0430,C003,G05,Midterm Exam,C003-EX,exam,58.1,100,2026-04-30
GR04730,S0430,C003,G05,Final Exam,C003-EXF,exam,62.7,100,2026-05-15
GR04731,S0431,C006,G09,Quiz 1,C006-QZ,quiz,81.0,100,2025-12-26
GR04732,S0431,C006,G09,Quiz 2,C006-QZ,quiz,80.3,100,2026-01-09
GR04733,S0431,C006,G09,Quiz 3,C006-QZ,quiz,80.1,100,2026-01-23
GR04734,S0431,C006,G09,Quiz 4,C006-QZ,quiz,93.4,100,2026-02-06
GR04735,S0431,C006,G09,Assignment 1,C006-AS,assignment,77.1,100,2026-02-20
GR04736,S0431,C006,G09,Assignment 2,C006-AS,assignment,89.4,100,2026-03-06
GR04737,S0431,C006,G09,Assignment 3,C006-AS,assignment,66.6,100,2026-03-20
GR04738,S0431,C006,G09,Practical 1,C006-PR,practical,76.0,100,2026-04-03
GR04739,S0431,C006,G09,Practical 2,C006-PR,practical,67.0,100,2026-04-17
GR04740,S0431,C006,G09,Midterm Exam,C006-EX,exam,88.1,100,2026-05-01
GR04741,S0431,C006,G09,Final Exam,C006-EXF,exam,79.2,100,2026-05-15
GR04742,S0432,C004,G06,Quiz 1,C004-QZ,quiz,57.4,100,2025-12-26
GR04743,S0432,C004,G06,Quiz 2,C004-QZ,quiz,72.9,100,2026-01-09
GR04744,S0432,C004,G06,Quiz 3,C004-QZ,quiz,74.8,100,2026-01-23
GR04745,S0432,C004,G06,Quiz 4,C004-QZ,quiz,52.9,100,2026-02-06
GR04746,S0432,C004,G06,Assignment 1,C004-AS,assignment,64.8,100,2026-02-20
GR04747,S0432,C004,G06,Assignment 2,C004-AS,assignment,52.0,100,2026-03-06
GR04748,S0432,C004,G06,Assignment 3,C004-AS,assignment,38.0,100,2026-03-20
GR04749,S0432,C004,G06,Practical 1,C004-PR,practical,61.1,100,2026-04-03
GR04750,S0432,C004,G06,Practical 2,C004-PR,practical,68.8,100,2026-04-17
GR04751,S0432,C004,G06,Midterm Exam,C004-EX,exam,46.9,100,2026-05-01
GR04752,S0432,C004,G06,Final Exam,C004-EXF,exam,71.2,100,2026-05-15
GR04753,S0433,C001,G01,Quiz 1,C001-QZ,quiz,62.2,100,2025-12-20
GR04754,S0433,C001,G01,Quiz 2,C001-QZ,quiz,61.8,100,2026-01-04
GR04755,S0433,C001,G01,Quiz 3,C001-QZ,quiz,93.3,100,2026-01-18
GR04756,S0433,C001,G01,Quiz 4,C001-QZ,quiz,72.9,100,2026-02-02
GR04757,S0433,C001,G01,Assignment 1,C001-AS,assignment,79.0,100,2026-02-16
GR04758,S0433,C001,G01,Assignment 2,C001-AS,assignment,72.3,100,2026-03-03
GR04759,S0433,C001,G01,Assignment 3,C001-AS,assignment,67.8,100,2026-03-18
GR04760,S0433,C001,G01,Practical 1,C001-PR,practical,83.6,100,2026-04-01
GR04761,S0433,C001,G01,Practical 2,C001-PR,practical,63.5,100,2026-04-16
GR04762,S0433,C001,G01,Midterm Exam,C001-EX,exam,71.2,100,2026-04-30
GR04763,S0433,C001,G01,Final Exam,C001-EXF,exam,62.5,100,2026-05-15
GR04764,S0434,C002,G04,Quiz 1,C002-QZ,quiz,75.2,100,2025-12-26
GR04765,S0434,C002,G04,Quiz 2,C002-QZ,quiz,65.5,100,2026-01-09
GR04766,S0434,C002,G04,Quiz 3,C002-QZ,quiz,72.1,100,2026-01-23
GR04767,S0434,C002,G04,Quiz 4,C002-QZ,quiz,72.7,100,2026-02-06
GR04768,S0434,C002,G04,Assignment 1,C002-AS,assignment,83.4,100,2026-02-20
GR04769,S0434,C002,G04,Assignment 2,C002-AS,assignment,72.3,100,2026-03-06
GR04770,S0434,C002,G04,Assignment 3,C002-AS,assignment,62.5,100,2026-03-20
GR04771,S0434,C002,G04,Practical 1,C002-PR,practical,71.5,100,2026-04-03
GR04772,S0434,C002,G04,Practical 2,C002-PR,practical,72.8,100,2026-04-17
GR04773,S0434,C002,G04,Midterm Exam,C002-EX,exam,74.8,100,2026-05-01
GR04774,S0434,C002,G04,Final Exam,C002-EXF,exam,82.2,100,2026-05-15
GR04775,S0435,C002,G03,Quiz 1,C002-QZ,quiz,61.5,100,2025-12-20
GR04776,S0435,C002,G03,Quiz 2,C002-QZ,quiz,69.4,100,2026-01-04
GR04777,S0435,C002,G03,Quiz 3,C002-QZ,quiz,63.1,100,2026-01-18
GR04778,S0435,C002,G03,Quiz 4,C002-QZ,quiz,49.3,100,2026-02-02
GR04779,S0435,C002,G03,Assignment 1,C002-AS,assignment,47.2,100,2026-02-16
GR04780,S0435,C002,G03,Assignment 2,C002-AS,assignment,52.4,100,2026-03-03
GR04781,S0435,C002,G03,Assignment 3,C002-AS,assignment,51.7,100,2026-03-18
GR04782,S0435,C002,G03,Practical 1,C002-PR,practical,68.8,100,2026-04-01
GR04783,S0435,C002,G03,Practical 2,C002-PR,practical,64.9,100,2026-04-16
GR04784,S0435,C002,G03,Midterm Exam,C002-EX,exam,54.9,100,2026-04-30
